,Country_Region,Date,Cases,Cases_per_Million,case_delta_days,case_percentage_x_days_increase
11,Slovakia,1/2/21,186244,34147.691092510126,32881,0.21183754461467097
12,Slovakia,1/3/21,187463,34371.19378490167,32881,0.21183754461467097
13,Slovakia,1/4/21,188099,34487.80388527986,32881,0.21183754461467097
0,Slovenia,12/22/20,107805,51632.08243891365,18053,0.16745976531700757
1,Slovenia,12/23/20,109934,52651.74482481826,18053,0.16745976531700757
2,Slovenia,12/24/20,112021,53651.29174796666,18053,0.16745976531700757
3,Slovenia,12/25/20,113815,54510.509371410946,18053,0.16745976531700757
4,Slovenia,12/26/20,114184,54687.23807991203,18053,0.16745976531700757
5,Slovenia,12/27/20,114806,54985.138504539864,18053,0.16745976531700757
6,Slovenia,12/28/20,115327,55234.66603063489,18053,0.16745976531700757
7,Slovenia,12/29/20,117305,56182.008538534996,18053,0.16745976531700757
8,Slovenia,12/30/20,119740,57348.22643880636,18053,0.16745976531700757
9,Slovenia,12/31/20,122152,58503.428728520754,18053,0.16745976531700757
10,Slovenia,1/1/21,123950,59364.562110322775,18053,0.16745976531700757
11,Slovenia,1/2/21,124343,59552.78536897027,18053,0.16745976531700757
12,Slovenia,1/3/21,125086,59908.6374839196,18053,0.16745976531700757
13,Slovenia,1/4/21,125858,60278.378846962514,18053,0.16745976531700757
0,Solomon Islands,12/22/20,17,,0,0.0
1,Solomon Islands,12/23/20,17,,0,0.0
2,Solomon Islands,12/24/20,17,,0,0.0
3,Solomon Islands,12/25/20,17,,0,0.0
4,Solomon Islands,12/26/20,17,,0,0.0
5,Solomon Islands,12/27/20,17,,0,0.0
6,Solomon Islands,12/28/20,17,,0,0.0
7,Solomon Islands,12/29/20,17,,0,0.0
8,Solomon Islands,12/30/20,17,,0,0.0
9,Solomon Islands,12/31/20,17,,0,0.0
10,Solomon Islands,1/1/21,17,,0,0.0
11,Solomon Islands,1/2/21,17,,0,0.0
12,Solomon Islands,1/3/21,17,,0,0.0
13,Solomon Islands,1/4/21,17,,0,0.0
0,Somalia,12/22/20,4690,303.6993363619086,24,0.00511727078891258
1,Somalia,12/23/20,4690,303.6993363619086,24,0.00511727078891258
2,Somalia,12/24/20,4690,303.6993363619086,24,0.00511727078891258
3,Somalia,12/25/20,4690,303.6993363619086,24,0.00511727078891258
4,Somalia,12/26/20,4690,303.6993363619086,24,0.00511727078891258
5,Somalia,12/27/20,4690,303.6993363619086,24,0.00511727078891258
6,Somalia,12/28/20,4690,303.6993363619086,24,0.00511727078891258
7,Somalia,12/29/20,4690,303.6993363619086,24,0.00511727078891258
8,Somalia,12/30/20,4714,305.2534481044855,24,0.00511727078891258
9,Somalia,12/31/20,4714,305.2534481044855,24,0.00511727078891258
10,Somalia,1/1/21,4714,305.2534481044855,24,0.00511727078891258
11,Somalia,1/2/21,4714,305.2534481044855,24,0.00511727078891258
12,Somalia,1/3/21,4714,305.2534481044855,24,0.00511727078891258
13,Somalia,1/4/21,4714,305.2534481044855,24,0.00511727078891258
0,South Africa,12/22/20,940212,16056.007119062773,173137,0.18414676689938014
1,South Africa,12/23/20,954258,16295.870762575465,173137,0.18414676689938014
2,South Africa,12/24/20,968563,16540.15735095999,173137,0.18414676689938014
3,South Africa,12/25/20,983359,16792.828749893055,173137,0.18414676689938014
4,South Africa,12/26/20,994911,16990.10233738121,173137,0.18414676689938014
5,South Africa,12/27/20,1004413,17152.368060053686,173137,0.18414676689938014
6,South Africa,12/28/20,1011871,17279.72837995385,173137,0.18414676689938014
7,South Africa,12/29/20,1021451,17443.326109190042,173137,0.18414676689938014
8,South Africa,12/30/20,1039161,17745.759907183052,173137,0.18414676689938014
9,South Africa,12/31/20,1057161,18053.146037271934,173137,0.18414676689938014
10,South Africa,1/1/21,1073887,18338.776060153417,173137,0.18414676689938014
11,South Africa,1/2/21,1088889,18594.965322575274,173137,0.18414676689938014
12,South Africa,1/3/21,1100748,18797.481551282166,173137,0.18414676689938014
13,South Africa,1/4/21,1113349,19012.668919351614,173137,0.18414676689938014
0,South Sudan,12/22/20,3234,,355,0.10977118119975263
1,South Sudan,12/23/20,3455,,355,0.10977118119975263
2,South Sudan,12/24/20,3455,,355,0.10977118119975263
3,South Sudan,12/25/20,3455,,355,0.10977118119975263
4,South Sudan,12/26/20,3455,,355,0.10977118119975263
5,South Sudan,12/27/20,3490,,355,0.10977118119975263
6,South Sudan,12/28/20,3491,,355,0.10977118119975263
7,South Sudan,12/29/20,3511,,355,0.10977118119975263
8,South Sudan,12/30/20,3540,,355,0.10977118119975263
9,South Sudan,12/31/20,3558,,355,0.10977118119975263
10,South Sudan,1/1/21,3558,,355,0.10977118119975263
11,South Sudan,1/2/21,3558,,355,0.10977118119975263
12,South Sudan,1/3/21,3558,,355,0.10977118119975263
13,South Sudan,1/4/21,3589,,355,0.10977118119975263
0,Spain,12/22/20,1829903,38870.60587256381,128941,0.0704632977813578
1,Spain,12/23/20,1842289,39133.70797378861,128941,0.0704632977813578
2,Spain,12/24/20,1854951,39402.67283780512,128941,0.0704632977813578
3,Spain,12/25/20,1854951,39402.67283780512,128941,0.0704632977813578
4,Spain,12/26/20,1854951,39402.67283780512,128941,0.0704632977813578
5,Spain,12/27/20,1854951,39402.67283780512,128941,0.0704632977813578
6,Spain,12/28/20,1879413,39922.29205306115,128941,0.0704632977813578
7,Spain,12/29/20,1893502,40221.569100062305,128941,0.0704632977813578
8,Spain,12/30/20,1910218,40576.64860305551,128941,0.0704632977813578
9,Spain,12/31/20,1928265,40960.00106719277,128941,0.0704632977813578
10,Spain,1/1/21,1928265,40960.00106719277,128941,0.0704632977813578
11,Spain,1/2/21,1928265,40960.00106719277,128941,0.0704632977813578
12,Spain,1/3/21,1928265,40960.00106719277,128941,0.0704632977813578
13,Spain,1/4/21,1958844,41609.556949104066,128941,0.0704632977813578
0,Sri Lanka,12/22/20,38059,1745.5854698894648,7183,0.18873328253501143
1,Sri Lanka,12/23/20,38639,1772.1873136724303,7183,0.18873328253501143
2,Sri Lanka,12/24/20,39231,1799.339540430216,7183,0.18873328253501143
3,Sri Lanka,12/25/20,39782,1824.6112920240332,7183,0.18873328253501143
4,Sri Lanka,12/26/20,40380,1852.038710269229,7183,0.18873328253501143
5,Sri Lanka,12/27/20,41054,1882.9518873549512,7183,0.18873328253501143
6,Sri Lanka,12/28/20,41603,1908.131908452965,7183,0.18873328253501143
7,Sri Lanka,12/29/20,42056,1928.9088657524194,7183,0.18873328253501143
8,Sri Lanka,12/30/20,42702,1958.537815896895,7183,0.18873328253501143
9,Sri Lanka,12/31/20,43299,1985.919368894189,7183,0.18873328253501143
10,Sri Lanka,1/1/21,43856,2011.4663119754161,7183,0.18873328253501143
11,Sri Lanka,1/2/21,44371,2035.0869146447735,7183,0.18873328253501143
12,Sri Lanka,1/3/21,44774,2053.5706095491446,7183,0.18873328253501143
13,Sri Lanka,1/4/21,45242,2075.035545567124,7183,0.18873328253501143
0,Sudan,12/22/20,23316,544.5979115151254,0,0.0
1,Sudan,12/23/20,23316,544.5979115151254,0,0.0
2,Sudan,12/24/20,23316,544.5979115151254,0,0.0
3,Sudan,12/25/20,23316,544.5979115151254,0,0.0
4,Sudan,12/26/20,23316,544.5979115151254,0,0.0
5,Sudan,12/27/20,23316,544.5979115151254,0,0.0
6,Sudan,12/28/20,23316,544.5979115151254,0,0.0
7,Sudan,12/29/20,23316,544.5979115151254,0,0.0
8,Sudan,12/30/20,23316,544.5979115151254,0,0.0
9,Sudan,12/31/20,23316,544.5979115151254,0,0.0
10,Sudan,1/1/21,23316,544.5979115151254,0,0.0
11,Sudan,1/2/21,23316,544.5979115151254,0,0.0
12,Sudan,1/3/21,23316,544.5979115151254,0,0.0
13,Sudan,1/4/21,23316,544.5979115151254,0,0.0
0,Suriname,12/22/20,5669,9751.22255802313,824,0.14535191391779856
1,Suriname,12/23/20,5734,9863.02877892126,824,0.14535191391779856
2,Suriname,12/24/20,5810,9993.756052586767,824,0.14535191391779856
3,Suriname,12/25/20,5880,10114.162752015523,824,0.14535191391779856
4,Suriname,12/26/20,5938,10213.928302970779,824,0.14535191391779856
5,Suriname,12/27/20,5978,10282.732131215782,824,0.14535191391779856
6,Suriname,12/28/20,6013,10342.93548093016,824,0.14535191391779856
7,Suriname,12/29/20,6098,10489.143615950792,824,0.14535191391779856
8,Suriname,12/30/20,6181,10631.911559559174,824,0.14535191391779856
9,Suriname,12/31/20,6210,10681.794335036802,824,0.14535191391779856
10,Suriname,1/1/21,6277,10797.040747347182,824,0.14535191391779856
11,Suriname,1/2/21,6343,10910.56706395144,824,0.14535191391779856
12,Suriname,1/3/21,6393,10996.571849257693,824,0.14535191391779856
13,Suriname,1/4/21,6493,11168.581419870203,824,0.14535191391779856
0,Sweden,12/22/20,389439,37863.08682758066,47940,0.1231001517567578
1,Sweden,12/23/20,396048,38505.644817005144,47940,0.1231001517567578
2,Sweden,12/24/20,396048,38505.644817005144,47940,0.1231001517567578
3,Sweden,12/25/20,396048,38505.644817005144,47940,0.1231001517567578
4,Sweden,12/26/20,396048,38505.644817005144,47940,0.1231001517567578
5,Sweden,12/27/20,396048,38505.644817005144,47940,0.1231001517567578
6,Sweden,12/28/20,396048,38505.644817005144,47940,0.1231001517567578
7,Sweden,12/29/20,428533,41663.98893660785,47940,0.1231001517567578
8,Sweden,12/30/20,437379,42524.03856203514,47940,0.1231001517567578
9,Sweden,12/31/20,437379,42524.03856203514,47940,0.1231001517567578
10,Sweden,1/1/21,437379,42524.03856203514,47940,0.1231001517567578
11,Sweden,1/2/21,437379,42524.03856203514,47940,0.1231001517567578
12,Sweden,1/3/21,437379,42524.03856203514,47940,0.1231001517567578
13,Sweden,1/4/21,437379,42524.03856203514,47940,0.1231001517567578
0,Switzerland,12/22/20,418266,48778.3317504063,43695,0.10446701381417567
1,Switzerland,12/23/20,423299,49365.28202535046,43695,0.10446701381417567
2,Switzerland,12/24/20,428197,49936.488551612434,43695,0.10446701381417567
3,Switzerland,12/25/20,428197,49936.488551612434,43695,0.10446701381417567
4,Switzerland,12/26/20,428197,49936.488551612434,43695,0.10446701381417567
5,Switzerland,12/27/20,428197,49936.488551612434,43695,0.10446701381417567
6,Switzerland,12/28/20,438284,51112.83812907355,43695,0.10446701381417567
7,Switzerland,12/29/20,442481,51602.29378254874,43695,0.10446701381417567
8,Switzerland,12/30/20,447905,52234.84261849095,43695,0.10446701381417567
9,Switzerland,12/31/20,452296,52746.92262192425,43695,0.10446701381417567
10,Switzerland,1/1/21,452296,52746.92262192425,43695,0.10446701381417567
11,Switzerland,1/2/21,452296,52746.92262192425,43695,0.10446701381417567
12,Switzerland,1/3/21,452296,52746.92262192425,43695,0.10446701381417567
13,Switzerland,1/4/21,461961,53874.05840720844,43695,0.10446701381417567
0,Syria,12/22/20,10442,611.7116238389444,1357,0.1299559471365639
1,Syria,12/23/20,10571,619.2686818235474,1357,0.1299559471365639
2,Syria,12/24/20,10701,626.8843216529922,1357,0.1299559471365639
3,Syria,12/25/20,10821,633.9141430340181,1357,0.1299559471365639
4,Syria,12/26/20,10932,640.4167278114672,1357,0.1299559471365639
5,Syria,12/27/20,11033,646.3334941404974,1357,0.1299559471365639
6,Syria,12/28/20,11138,652.4845878488951,1357,0.1299559471365639
7,Syria,12/29/20,11243,658.6356815572929,1357,0.1299559471365639
8,Syria,12/30/20,11344,664.5524478863231,1357,0.1299559471365639
9,Syria,12/31/20,11434,669.8248139220925,1357,0.1299559471365639
10,Syria,1/1/21,11526,675.2143436475458,1357,0.1299559471365639
11,Syria,1/2/21,11616,680.4867096833153,1357,0.1299559471365639
12,Syria,1/3/21,11710,685.9934030984523,1357,0.1299559471365639
13,Syria,1/4/21,11799,691.2071872893799,1357,0.1299559471365639
0,Taiwan*,12/22/20,770,,45,0.05844155844155844
1,Taiwan*,12/23/20,776,,45,0.05844155844155844
2,Taiwan*,12/24/20,776,,45,0.05844155844155844
3,Taiwan*,12/25/20,780,,45,0.05844155844155844
4,Taiwan*,12/26/20,783,,45,0.05844155844155844
5,Taiwan*,12/27/20,785,,45,0.05844155844155844
6,Taiwan*,12/28/20,793,,45,0.05844155844155844
7,Taiwan*,12/29/20,795,,45,0.05844155844155844
8,Taiwan*,12/30/20,797,,45,0.05844155844155844
9,Taiwan*,12/31/20,799,,45,0.05844155844155844
10,Taiwan*,1/1/21,802,,45,0.05844155844155844
11,Taiwan*,1/2/21,808,,45,0.05844155844155844
12,Taiwan*,1/3/21,812,,45,0.05844155844155844
13,Taiwan*,1/4/21,815,,45,0.05844155844155844
0,Tajikistan,12/22/20,13034,1398.3451163810648,266,0.02040816326530612
1,Tajikistan,12/23/20,13071,1402.3146398816095,266,0.02040816326530612
2,Tajikistan,12/24/20,13106,1406.069594544287,266,0.02040816326530612
3,Tajikistan,12/25/20,13138,1409.5026959501633,266,0.02040816326530612
4,Tajikistan,12/26/20,13172,1413.150366193907,266,0.02040816326530612
5,Tajikistan,12/27/20,13205,1416.6907520187171,266,0.02040816326530612
6,Tajikistan,12/28/20,13237,1420.1238534245938,266,0.02040816326530612
7,Tajikistan,12/29/20,13265,1423.1278171547356,266,0.02040816326530612
8,Tajikistan,12/30/20,13296,1426.4536341416785,266,0.02040816326530612
9,Tajikistan,12/31/20,13296,1426.4536341416785,266,0.02040816326530612
10,Tajikistan,1/1/21,13296,1426.4536341416785,266,0.02040816326530612
11,Tajikistan,1/2/21,13300,1426.882771817413,266,0.02040816326530612
12,Tajikistan,1/3/21,13300,1426.882771817413,266,0.02040816326530612
13,Tajikistan,1/4/21,13300,1426.882771817413,266,0.02040816326530612
0,Tanzania,12/22/20,509,8.775035551392806,0,0.0
1,Tanzania,12/23/20,509,8.775035551392806,0,0.0
2,Tanzania,12/24/20,509,8.775035551392806,0,0.0
3,Tanzania,12/25/20,509,8.775035551392806,0,0.0
4,Tanzania,12/26/20,509,8.775035551392806,0,0.0
5,Tanzania,12/27/20,509,8.775035551392806,0,0.0
6,Tanzania,12/28/20,509,8.775035551392806,0,0.0
7,Tanzania,12/29/20,509,8.775035551392806,0,0.0
8,Tanzania,12/30/20,509,8.775035551392806,0,0.0
9,Tanzania,12/31/20,509,8.775035551392806,0,0.0
10,Tanzania,1/1/21,509,8.775035551392806,0,0.0
11,Tanzania,1/2/21,509,8.775035551392806,0,0.0
12,Tanzania,1/3/21,509,8.775035551392806,0,0.0
13,Tanzania,1/4/21,509,8.775035551392806,0,0.0
0,Thailand,12/22/20,5716,82.09626168726318,3250,0.5685794261721484
1,Thailand,12/23/20,5762,82.75693839083458,3250,0.5685794261721484
2,Thailand,12/24/20,5910,84.88259387189036,3250,0.5685794261721484
3,Thailand,12/25/20,6020,86.46247294564806,3250,0.5685794261721484
4,Thailand,12/26/20,6123,87.94181426016662,3250,0.5685794261721484
5,Thailand,12/27/20,6141,88.20033992678152,3250,0.5685794261721484
6,Thailand,12/28/20,6440,92.49473849999559,3250,0.5685794261721484
7,Thailand,12/29/20,6690,96.0853727585358,3250,0.5685794261721484
8,Thailand,12/30/20,6690,96.0853727585358,3250,0.5685794261721484
9,Thailand,12/31/20,7163,102.87885277569386,3250,0.5685794261721484
10,Thailand,1/1/21,7379,105.9811607750726,3250,0.5685794261721484
11,Thailand,1/2/21,7694,110.50535994083324,3250,0.5685794261721484
12,Thailand,1/3/21,8439,121.20545003128305,3250,0.5685794261721484
13,Thailand,1/4/21,8966,128.77450704828578,3250,0.5685794261721484
0,Timor-Leste,12/22/20,31,,18,0.5806451612903226
1,Timor-Leste,12/23/20,33,,18,0.5806451612903226
2,Timor-Leste,12/24/20,41,,18,0.5806451612903226
3,Timor-Leste,12/25/20,41,,18,0.5806451612903226
4,Timor-Leste,12/26/20,41,,18,0.5806451612903226
5,Timor-Leste,12/27/20,41,,18,0.5806451612903226
6,Timor-Leste,12/28/20,44,,18,0.5806451612903226
7,Timor-Leste,12/29/20,44,,18,0.5806451612903226
8,Timor-Leste,12/30/20,44,,18,0.5806451612903226
9,Timor-Leste,12/31/20,44,,18,0.5806451612903226
10,Timor-Leste,1/1/21,44,,18,0.5806451612903226
11,Timor-Leste,1/2/21,44,,18,0.5806451612903226
12,Timor-Leste,1/3/21,46,,18,0.5806451612903226
13,Timor-Leste,1/4/21,49,,18,0.5806451612903226
0,Togo,12/22/20,3467,428.9585500087474,255,0.07355062013267955
1,Togo,12/23/20,3494,432.2991559649736,255,0.07355062013267955
2,Togo,12/24/20,3520,435.5160357746729,255,0.07355062013267955
3,Togo,12/25/20,3546,438.73291558437217,255,0.07355062013267955
4,Togo,12/26/20,3555,439.84645090311426,255,0.07355062013267955
5,Togo,12/27/20,3555,439.84645090311426,255,0.07355062013267955
6,Togo,12/28/20,3576,442.44469998017905,255,0.07355062013267955
7,Togo,12/29/20,3604,445.90903208293213,255,0.07355062013267955
8,Togo,12/30/20,3611,446.7751151086204,255,0.07355062013267955
9,Togo,12/31/20,3633,449.4970903322121,255,0.07355062013267955
10,Togo,1/1/21,3662,453.0851485814921,255,0.07355062013267955
11,Togo,1/2/21,3683,455.6833976585569,255,0.07355062013267955
12,Togo,1/3/21,3702,458.0341944425679,255,0.07355062013267955
13,Togo,1/4/21,3722,460.5087173731058,255,0.07355062013267955
0,Trinidad and Tobago,12/22/20,7024,5035.222903955847,154,0.021924829157175398
1,Trinidad and Tobago,12/23/20,7071,5068.915312339379,154,0.021924829157175398
2,Trinidad and Tobago,12/24/20,7089,5081.818787890518,154,0.021924829157175398
3,Trinidad and Tobago,12/25/20,7097,5087.553665913247,154,0.021924829157175398
4,Trinidad and Tobago,12/26/20,7104,5092.5716841831345,154,0.021924829157175398
5,Trinidad and Tobago,12/27/20,7112,5098.306562205863,154,0.021924829157175398
6,Trinidad and Tobago,12/28/20,7115,5100.457141464387,154,0.021924829157175398
7,Trinidad and Tobago,12/29/20,7127,5109.05945849848,154,0.021924829157175398
8,Trinidad and Tobago,12/30/20,7132,5112.6437572626855,154,0.021924829157175398
9,Trinidad and Tobago,12/31/20,7150,5125.547232813825,154,0.021924829157175398
10,Trinidad and Tobago,1/1/21,7158,5131.282110836553,154,0.021924829157175398
11,Trinidad and Tobago,1/2/21,7162,5134.149549847918,154,0.021924829157175398
12,Trinidad and Tobago,1/3/21,7168,5138.450708364965,154,0.021924829157175398
13,Trinidad and Tobago,1/4/21,7178,5145.619305893376,154,0.021924829157175398
0,Tunisia,12/22/20,123323,10545.18710539347,21473,0.17411999383732152
1,Tunisia,12/23/20,125000,10688.585163953063,21473,0.17411999383732152
2,Tunisia,12/24/20,126752,10838.396373611029,21473,0.17411999383732152
3,Tunisia,12/25/20,128578,10994.535225686057,21473,0.17411999383732152
4,Tunisia,12/26/20,130230,11135.79556721286,21473,0.17411999383732152
5,Tunisia,12/27/20,131592,11252.258391159292,21473,0.17411999383732152
6,Tunisia,12/28/20,133204,11390.098385433632,21473,0.17411999383732152
7,Tunisia,12/29/20,134802,11526.741258169606,21473,0.17411999383732152
8,Tunisia,12/30/20,137216,11733.159214855868,21473,0.17411999383732152
9,Tunisia,12/31/20,139140,11897.677917699435,21473,0.17411999383732152
10,Tunisia,1/1/21,140557,12018.843719118006,21473,0.17411999383732152
11,Tunisia,1/2/21,141979,12140.437063943136,21473,0.17411999383732152
12,Tunisia,1/3/21,143544,12274.258150195828,21473,0.17411999383732152
13,Tunisia,1/4/21,144796,12381.315019197982,21473,0.17411999383732152
0,Turkey,12/22/20,2062960,24726.950975382064,192647,0.09338377864815604
1,Turkey,12/23/20,2082610,24962.47885118492,192647,0.09338377864815604
2,Turkey,12/24/20,2100712,25179.45216455811,192647,0.09338377864815604
3,Turkey,12/25/20,2118255,25389.72521927615,192647,0.09338377864815604
4,Turkey,12/26/20,2133373,25570.931856751347,192647,0.09338377864815604
5,Turkey,12/27/20,2147578,25741.195137961502,192647,0.09338377864815604
6,Turkey,12/28/20,2162775,25923.348681400483,192647,0.09338377864815604
7,Turkey,12/29/20,2178580,26112.7898049152,192647,0.09338377864815604
8,Turkey,12/30/20,2194272,26300.87649331715,192647,0.09338377864815604
9,Turkey,12/31/20,2208652,26473.23735102937,192647,0.09338377864815604
10,Turkey,1/1/21,2220855,26619.504357055946,192647,0.09338377864815604
11,Turkey,1/2/21,2232035,26753.509530159045,192647,0.09338377864815604
12,Turkey,1/3/21,2241912,26871.89674793537,192647,0.09338377864815604
13,Turkey,1/4/21,2255607,27036.04709191095,192647,0.09338377864815604
0,US,12/22/20,18239758,55568.439270489675,2577382,0.14130571249903645
1,US,12/23/20,18466484,56259.17266520034,2577382,0.14130571249903645
2,US,12/24/20,18665343,56865.00769134983,2577382,0.14130571249903645
3,US,12/25/20,18765529,57170.22992383522,2577382,0.14130571249903645
4,US,12/26/20,18992126,57860.570312856566,2577382,0.14130571249903645
5,US,12/27/20,19142603,58319.006879619425,2577382,0.14130571249903645
6,US,12/28/20,19309281,58826.800695783364,2577382,0.14130571249903645
7,US,12/29/20,19511426,59442.646704065555,2577382,0.14130571249903645
8,US,12/30/20,19740772,60141.36207479195,2577382,0.14130571249903645
9,US,12/31/20,19968087,60833.889890828286,2577382,0.14130571249903645
10,US,1/1/21,20128693,61323.18502059241,2577382,0.14130571249903645
11,US,1/2/21,20426184,62229.50793162102,2577382,0.14130571249903645
12,US,1/3/21,20636663,62870.743935366976,2577382,0.14130571249903645
13,US,1/4/21,20817140,63420.57717406566,2577382,0.14130571249903645
0,Uganda,12/22/20,31910,720.8107668663056,4140,0.12973989345032905
1,Uganda,12/23/20,32399,731.8567231495279,4140,0.12973989345032905
2,Uganda,12/24/20,32914,743.4899899917764,4140,0.12973989345032905
3,Uganda,12/25/20,33360,753.56462496584,4140,0.12973989345032905
4,Uganda,12/26/20,33563,758.1501650997749,4140,0.12973989345032905
5,Uganda,12/27/20,33811,763.7522042781779,4140,0.12973989345032905
6,Uganda,12/28/20,33973,767.4116008382639,4140,0.12973989345032905
7,Uganda,12/29/20,34281,774.3689720759581,4140,0.12973989345032905
8,Uganda,12/30/20,34677,783.3141636672792,4140,0.12973989345032905
9,Uganda,12/31/20,35216,795.4895633332441,4140,0.12973989345032905
10,Uganda,1/1/21,35511,802.1532792914252,4140,0.12973989345032905
11,Uganda,1/2/21,35712,806.6936416900503,4140,0.12973989345032905
12,Uganda,1/3/21,35922,811.4373038975691,4140,0.12973989345032905
13,Uganda,1/4/21,36050,814.32867895739,4140,0.12973989345032905
0,Ukraine,12/22/20,1007627,22701.892107845517,104004,0.10321676572779412
1,Ukraine,12/23/20,1018199,22940.079853275267,104004,0.10321676572779412
2,Ukraine,12/24/20,1030125,23208.77329368344,104004,0.10321676572779412
3,Ukraine,12/25/20,1041583,23466.92266817588,104004,0.10321676572779412
4,Ukraine,12/26/20,1049717,23650.182138600172,104004,0.10321676572779412
5,Ukraine,12/27/20,1056265,23797.708941198922,104004,0.10321676572779412
6,Ukraine,12/28/20,1061074,23906.055977499687,104004,0.10321676572779412
7,Ukraine,12/29/20,1068476,24072.82344738911,104004,0.10321676572779412
8,Ukraine,12/30/20,1076880,24262.166032764784,104004,0.10321676572779412
9,Ukraine,12/31/20,1086997,24490.102602998682,104004,0.10321676572779412
10,Ukraine,1/1/21,1096855,24712.20388889033,104004,0.10321676572779412
11,Ukraine,1/2/21,1102256,24833.888717973387,104004,0.10321676572779412
12,Ukraine,1/3/21,1107137,24943.857918261187,104004,0.10321676572779412
13,Ukraine,1/4/21,1111631,25045.107987118667,104004,0.10321676572779412
0,United Arab Emirates,12/22/20,195878,20047.83978431465,18854,0.09625379062477665
1,United Arab Emirates,12/23/20,197124,20175.366144453386,18854,0.09625379062477665
2,United Arab Emirates,12/24/20,198435,20309.545163828898,18854,0.09625379062477665
3,United Arab Emirates,12/25/20,199665,20435.433946309357,18854,0.09625379062477665
4,United Arab Emirates,12/26/20,200892,20561.015682978887,18854,0.09625379062477665
5,United Arab Emirates,12/27/20,201836,20657.632764817547,18854,0.09625379062477665
6,United Arab Emirates,12/28/20,202863,20762.744780758545,18854,0.09625379062477665
7,United Arab Emirates,12/29/20,204369,20916.881777844374,18854,0.09625379062477665
8,United Arab Emirates,12/30/20,206092,21093.228421920656,18854,0.09625379062477665
9,United Arab Emirates,12/31/20,207822,21270.29150622244,18854,0.09625379062477665
10,United Arab Emirates,1/1/21,209678,21460.250514583193,18854,0.09625379062477665
11,United Arab Emirates,1/2/21,211641,21661.16082353371,18854,0.09625379062477665
12,United Arab Emirates,1/3/21,213231,21823.89510332552,18854,0.09625379062477665
13,United Arab Emirates,1/4/21,214732,21977.520357393136,18854,0.09625379062477665
12/22/20,United Kingdom,12/22/20,2116609,31669.452282847433,605013,0.2858407008568895
12/23/20,United Kingdom,12/23/20,2155996,32258.774503939996,605013,0.2858407008568895
12/24/20,United Kingdom,12/24/20,2195144,32844.52072252308,605013,0.2858407008568895
12/25/20,United Kingdom,12/25/20,2227947,33335.33080753842,605013,0.2858407008568895
12/26/20,United Kingdom,12/26/20,2262735,33855.84116444217,605013,0.2858407008568895
12/27/20,United Kingdom,12/27/20,2295228,34342.0129198427,605013,0.2858407008568895
12/28/20,United Kingdom,12/28/20,2336688,34962.352099940144,605013,0.2858407008568895
12/29/20,United Kingdom,12/29/20,2389963,35759.47148777639,605013,0.2858407008568895
12/30/20,United Kingdom,12/30/20,2440202,36511.16517009465,605013,0.2858407008568895
12/31/20,United Kingdom,12/31/20,2496231,37349.49087973477,605013,0.2858407008568895
1/1/21,United Kingdom,1/1/21,2549689,38149.34837827912,605013,0.2858407008568895
1/2/21,United Kingdom,1/2/21,2607542,39014.96542087866,605013,0.2858407008568895
1/3/21,United Kingdom,1/3/21,2662699,39840.24395818291,605013,0.2858407008568895
1/4/21,United Kingdom,1/4/21,2721622,40721.87071913036,605013,0.2858407008568895
0,Uruguay,12/22/20,14001,4044.5048637474747,7425,0.5303192629097921
1,Uruguay,12/23/20,14710,4249.315516443494,7425,0.5303192629097921
2,Uruguay,12/24/20,15457,4465.103326829849,7425,0.5303192629097921
3,Uruguay,12/25/20,15848,4578.052502011998,7425,0.5303192629097921
4,Uruguay,12/26/20,16218,4684.935353207381,7425,0.5303192629097921
5,Uruguay,12/27/20,16728,4832.260364314531,7425,0.5303192629097921
6,Uruguay,12/28/20,17306,4999.228710235969,7425,0.5303192629097921
7,Uruguay,12/29/20,17962,5188.729116679676,7425,0.5303192629097921
8,Uruguay,12/30/20,18480,5338.365108353213,7425,0.5303192629097921
9,Uruguay,12/31/20,19119,5522.954681093348,7425,0.5303192629097921
10,Uruguay,1/1/21,19753,5706.099890979492,7425,0.5303192629097921
11,Uruguay,1/2/21,20275,5856.891372936222,7425,0.5303192629097921
12,Uruguay,1/3/21,20823,6015.193541733709,7425,0.5303192629097921
13,Uruguay,1/4/21,21426,6189.383701925105,7425,0.5303192629097921
0,Uzbekistan,12/22/20,76180,2268.5683570746846,1078,0.01415069572066159
1,Uzbekistan,12/23/20,76315,2272.5885294060718,1078,0.01415069572066159
2,Uzbekistan,12/24/20,76456,2276.7873760632983,1078,0.01415069572066159
3,Uzbekistan,12/25/20,76568,2280.1226301456345,1078,0.01415069572066159
4,Uzbekistan,12/26/20,76666,2283.0409774676787,1078,0.01415069572066159
5,Uzbekistan,12/27/20,76751,2285.572197083737,1078,0.01415069572066159
6,Uzbekistan,12/28/20,76832,2287.98430048257,1078,0.01415069572066159
7,Uzbekistan,12/29/20,76907,2290.2177295555625,1078,0.01415069572066159
8,Uzbekistan,12/30/20,76985,2292.540495791475,1078,0.01415069572066159
9,Uzbekistan,12/31/20,77060,2294.773924864468,1078,0.01415069572066159
10,Uzbekistan,1/1/21,77182,2298.40696948987,1078,0.01415069572066159
11,Uzbekistan,1/2/21,77182,2298.40696948987,1078,0.01415069572066159
12,Uzbekistan,1/3/21,77258,2300.6701776171694,1078,0.01415069572066159
