,Country_Region,Date,Cases,Cases_per_Million,case_delta_days,case_percentage_x_days_increase
6,Czechia,12/28/20,674340,63201.34879029972,111300,0.17516139084124682
7,Czechia,12/29/20,685202,64219.37093129719,111300,0.17516139084124682
8,Czechia,12/30/20,701622,65758.30699787596,111300,0.17516139084124682
9,Czechia,12/31/20,718661,67355.25776757361,111300,0.17516139084124682
10,Czechia,1/1/21,732022,68607.49435621909,111300,0.17516139084124682
11,Czechia,1/2/21,735469,68930.5584622786,111300,0.17516139084124682
12,Czechia,1/3/21,740481,69400.29948333175,111300,0.17516139084124682
13,Czechia,1/4/21,746714,69984.47661506046,111300,0.17516139084124682
12/22/20,Denmark,12/22/20,140750,24189.863012333135,30686,0.2180177619893428
12/23/20,Denmark,12/23/20,144053,24757.529921958263,30686,0.2180177619893428
12/24/20,Denmark,12/24/20,146927,25251.46716030601,30686,0.2180177619893428
12/25/20,Denmark,12/25/20,149926,25766.887403105207,30686,0.2180177619893428
12/26/20,Denmark,12/26/20,151764,26082.77350055933,30686,0.2180177619893428
12/27/20,Denmark,12/27/20,153952,26458.81201047752,30686,0.2180177619893428
12/28/20,Denmark,12/28/20,156434,26885.37854686552,30686,0.2180177619893428
12/29/20,Denmark,12/29/20,159074,27339.099600880152,30686,0.2180177619893428
12/30/20,Denmark,12/30/20,161862,27818.256532165302,30686,0.2180177619893428
12/31/20,Denmark,12/31/20,164116,28205.638068433855,30686,0.2180177619893428
1/1/21,Denmark,1/1/21,166567,28626.876819717894,30686,0.2180177619893428
1/2/21,Denmark,1/2/21,168182,28904.43723723063,30686,0.2180177619893428
1/3/21,Denmark,1/3/21,169358,29106.549343109877,30686,0.2180177619893428
1/4/21,Denmark,1/4/21,171436,29463.68280911079,30686,0.2180177619893428
0,Diamond Princess,12/22/20,712,,0,0.0
1,Diamond Princess,12/23/20,712,,0,0.0
2,Diamond Princess,12/24/20,712,,0,0.0
3,Diamond Princess,12/25/20,712,,0,0.0
4,Diamond Princess,12/26/20,712,,0,0.0
5,Diamond Princess,12/27/20,712,,0,0.0
6,Diamond Princess,12/28/20,712,,0,0.0
7,Diamond Princess,12/29/20,712,,0,0.0
8,Diamond Princess,12/30/20,712,,0,0.0
9,Diamond Princess,12/31/20,712,,0,0.0
10,Diamond Princess,1/1/21,712,,0,0.0
11,Diamond Princess,1/2/21,712,,0,0.0
12,Diamond Princess,1/3/21,712,,0,0.0
13,Diamond Princess,1/4/21,712,,0,0.0
0,Djibouti,12/22/20,5786,5943.136529849214,60,0.010369858278603527
1,Djibouti,12/23/20,5789,5946.218004026459,60,0.010369858278603527
2,Djibouti,12/24/20,5800,5957.516742676363,60,0.010369858278603527
3,Djibouti,12/25/20,5804,5961.625374912692,60,0.010369858278603527
4,Djibouti,12/26/20,5805,5962.652532971774,60,0.010369858278603527
5,Djibouti,12/27/20,5813,5970.869797444431,60,0.010369858278603527
6,Djibouti,12/28/20,5813,5970.869797444431,60,0.010369858278603527
7,Djibouti,12/29/20,5813,5970.869797444431,60,0.010369858278603527
8,Djibouti,12/30/20,5824,5982.168536094335,60,0.010369858278603527
9,Djibouti,12/31/20,5831,5989.358642507909,60,0.010369858278603527
10,Djibouti,1/1/21,5840,5998.603065039649,60,0.010369858278603527
11,Djibouti,1/2/21,5841,5999.63022309873,60,0.010369858278603527
12,Djibouti,1/3/21,5842,6000.657381157813,60,0.010369858278603527
13,Djibouti,1/4/21,5846,6004.766013394141,60,0.010369858278603527
0,Dominica,12/22/20,88,1225.4901960784314,0,0.0
1,Dominica,12/23/20,88,1225.4901960784314,0,0.0
2,Dominica,12/24/20,88,1225.4901960784314,0,0.0
3,Dominica,12/25/20,88,1225.4901960784314,0,0.0
4,Dominica,12/26/20,88,1225.4901960784314,0,0.0
5,Dominica,12/27/20,88,1225.4901960784314,0,0.0
6,Dominica,12/28/20,88,1225.4901960784314,0,0.0
7,Dominica,12/29/20,88,1225.4901960784314,0,0.0
8,Dominica,12/30/20,88,1225.4901960784314,0,0.0
9,Dominica,12/31/20,88,1225.4901960784314,0,0.0
10,Dominica,1/1/21,88,1225.4901960784314,0,0.0
11,Dominica,1/2/21,88,1225.4901960784314,0,0.0
12,Dominica,1/3/21,88,1225.4901960784314,0,0.0
13,Dominica,1/4/21,88,1225.4901960784314,0,0.0
0,Dominican Republic,12/22/20,161930,15078.74413886338,13444,0.08302352868523435
1,Dominican Republic,12/23/20,162496,15131.449438576816,13444,0.08302352868523435
2,Dominican Republic,12/24/20,163654,15239.281129509958,13444,0.08302352868523435
3,Dominican Republic,12/25/20,165035,15367.878336054579,13444,0.08302352868523435
4,Dominican Republic,12/26/20,165940,15452.150944253623,13444,0.08302352868523435
5,Dominican Republic,12/27/20,166764,15528.880921221593,13444,0.08302352868523435
6,Dominican Republic,12/28/20,167405,15588.57013874158,13444,0.08302352868523435
7,Dominican Republic,12/29/20,168265,15668.652396256693,13444,0.08302352868523435
8,Dominican Republic,12/30/20,169579,15791.010636227462,13444,0.08302352868523435
9,Dominican Republic,12/31/20,170785,15903.312034556797,13444,0.08302352868523435
10,Dominican Republic,1/1/21,172218,16036.75142411396,13444,0.08302352868523435
11,Dominican Republic,1/2/21,172965,16106.311245467205,13444,0.08302352868523435
12,Dominican Republic,1/3/21,173331,16140.392764363172,13444,0.08302352868523435
13,Dominican Republic,1/4/21,175374,16330.634685413612,13444,0.08302352868523435
0,Ecuador,12/22/20,206364,11877.979438071261,8716,0.04223604892326181
1,Ecuador,12/23/20,207084,11919.421478327367,8716,0.04223604892326181
2,Ecuador,12/24/20,208010,11972.720546767861,8716,0.04223604892326181
3,Ecuador,12/25/20,208828,12019.803309169938,8716,0.04223604892326181
4,Ecuador,12/26/20,209274,12045.474350773027,8716,0.04223604892326181
5,Ecuador,12/27/20,209355,12050.136580301838,8716,0.04223604892326181
6,Ecuador,12/28/20,209758,12073.33261116741,8716,0.04223604892326181
7,Ecuador,12/29/20,210326,12106.025776258339,8716,0.04223604892326181
8,Ecuador,12/30/20,211512,12174.290025902426,8716,0.04223604892326181
9,Ecuador,12/31/20,212512,12231.84841514702,8716,0.04223604892326181
10,Ecuador,1/1/21,213378,12281.693980232838,8716,0.04223604892326181
11,Ecuador,1/2/21,214513,12347.022752025452,8716,0.04223604892326181
12,Ecuador,1/3/21,214614,12352.836149339155,8716,0.04223604892326181
13,Ecuador,1/4/21,215080,12379.658358727136,8716,0.04223604892326181
0,Egypt,12/22/20,127061,1265.698167151789,16403,0.12909547382753167
1,Egypt,12/23/20,127972,1274.7729503683172,16403,0.12909547382753167
2,Egypt,12/24/20,128993,1284.9434812838772,16403,0.12909547382753167
3,Egypt,12/25/20,130126,1296.2296825839062,16403,0.12909547382753167
4,Egypt,12/26/20,131315,1308.0737190761695,16403,0.12909547382753167
5,Egypt,12/27/20,132541,1320.2863252490163,16403,0.12909547382753167
6,Egypt,12/28/20,133900,1333.8237900034198,16403,0.12909547382753167
7,Egypt,12/29/20,135233,1347.1022598471434,16403,0.12909547382753167
8,Egypt,12/30/20,136644,1361.1577144229075,16403,0.12909547382753167
9,Egypt,12/31/20,138062,1375.282898397701,16403,0.12909547382753167
10,Egypt,1/1/21,139471,1389.3184302880284,16403,0.12909547382753167
11,Egypt,1/2/21,140878,1403.3340394929185,16403,0.12909547382753167
12,Egypt,1/3/21,142187,1416.3734371113985,16403,0.12909547382753167
13,Egypt,1/4/21,143464,1429.0940717628876,16403,0.12909547382753167
0,El Salvador,12/22/20,43772,6782.620364317144,3315,0.07573334551768254
1,El Salvador,12/23/20,43772,6782.620364317144,3315,0.07573334551768254
2,El Salvador,12/24/20,44619,6913.865896816838,3315,0.07573334551768254
3,El Salvador,12/25/20,44619,6913.865896816838,3315,0.07573334551768254
4,El Salvador,12/26/20,44619,6913.865896816838,3315,0.07573334551768254
5,El Salvador,12/27/20,44619,6913.865896816838,3315,0.07573334551768254
6,El Salvador,12/28/20,45415,7037.208805753978,3315,0.07573334551768254
7,El Salvador,12/29/20,45415,7037.208805753978,3315,0.07573334551768254
8,El Salvador,12/30/20,45960,7121.658410491089,3315,0.07573334551768254
9,El Salvador,12/31/20,45960,7121.658410491089,3315,0.07573334551768254
10,El Salvador,1/1/21,45960,7121.658410491089,3315,0.07573334551768254
11,El Salvador,1/2/21,45960,7121.658410491089,3315,0.07573334551768254
12,El Salvador,1/3/21,46803,7252.284129378034,3315,0.07573334551768254
13,El Salvador,1/4/21,47087,7296.290895883244,3315,0.07573334551768254
0,Equatorial Guinea,12/22/20,5231,3857.709445377755,48,0.009176065761804627
1,Equatorial Guinea,12/23/20,5236,3861.3967990819965,48,0.009176065761804627
2,Equatorial Guinea,12/24/20,5236,3861.3967990819965,48,0.009176065761804627
3,Equatorial Guinea,12/25/20,5236,3861.3967990819965,48,0.009176065761804627
4,Equatorial Guinea,12/26/20,5236,3861.3967990819965,48,0.009176065761804627
5,Equatorial Guinea,12/27/20,5248,3870.246447972177,48,0.009176065761804627
6,Equatorial Guinea,12/28/20,5248,3870.246447972177,48,0.009176065761804627
7,Equatorial Guinea,12/29/20,5248,3870.246447972177,48,0.009176065761804627
8,Equatorial Guinea,12/30/20,5264,3882.0459798257507,48,0.009176065761804627
9,Equatorial Guinea,12/31/20,5277,3891.6330994567793,48,0.009176065761804627
10,Equatorial Guinea,1/1/21,5277,3891.6330994567793,48,0.009176065761804627
11,Equatorial Guinea,1/2/21,5277,3891.6330994567793,48,0.009176065761804627
12,Equatorial Guinea,1/3/21,5277,3891.6330994567793,48,0.009176065761804627
13,Equatorial Guinea,1/4/21,5279,3893.108040938476,48,0.009176065761804627
0,Eritrea,12/22/20,832,,420,0.5048076923076923
1,Eritrea,12/23/20,877,,420,0.5048076923076923
2,Eritrea,12/24/20,951,,420,0.5048076923076923
3,Eritrea,12/25/20,992,,420,0.5048076923076923
4,Eritrea,12/26/20,992,,420,0.5048076923076923
5,Eritrea,12/27/20,1039,,420,0.5048076923076923
6,Eritrea,12/28/20,1039,,420,0.5048076923076923
7,Eritrea,12/29/20,1220,,420,0.5048076923076923
8,Eritrea,12/30/20,1252,,420,0.5048076923076923
9,Eritrea,12/31/20,1252,,420,0.5048076923076923
10,Eritrea,1/1/21,1252,,420,0.5048076923076923
11,Eritrea,1/2/21,1252,,420,0.5048076923076923
12,Eritrea,1/3/21,1252,,420,0.5048076923076923
13,Eritrea,1/4/21,1252,,420,0.5048076923076923
0,Estonia,12/22/20,22647,17071.58956422105,6874,0.30352806111184705
1,Estonia,12/23/20,23309,17570.61337715496,6874,0.30352806111184705
2,Estonia,12/24/20,24009,18098.28206152617,6874,0.30352806111184705
3,Estonia,12/25/20,24582,18530.216570304314,6874,0.30352806111184705
4,Estonia,12/26/20,25027,18865.663091083155,6874,0.30352806111184705
5,Estonia,12/27/20,25392,19140.804619362425,6874,0.30352806111184705
6,Estonia,12/28/20,25808,19454.390580360174,6874,0.30352806111184705
7,Estonia,12/29/20,26283,19812.45147332635,6874,0.30352806111184705
8,Estonia,12/30/20,27256,20545.91094460233,6874,0.30352806111184705
9,Estonia,12/31/20,27990,21099.20925078585,6874,0.30352806111184705
10,Estonia,1/1/21,28406,21412.795211783596,6874,0.30352806111184705
11,Estonia,1/2/21,28789,21701.505363375272,6874,0.30352806111184705
12,Estonia,1/3/21,29131,21959.309206310918,6874,0.30352806111184705
13,Estonia,1/4/21,29521,22253.296044746305,6874,0.30352806111184705
0,Eswatini,12/22/20,7715,,2423,0.31406351263771876
1,Eswatini,12/23/20,7868,,2423,0.31406351263771876
2,Eswatini,12/24/20,8032,,2423,0.31406351263771876
3,Eswatini,12/25/20,8170,,2423,0.31406351263771876
4,Eswatini,12/26/20,8367,,2423,0.31406351263771876
5,Eswatini,12/27/20,8484,,2423,0.31406351263771876
6,Eswatini,12/28/20,8687,,2423,0.31406351263771876
7,Eswatini,12/29/20,8934,,2423,0.31406351263771876
8,Eswatini,12/30/20,9146,,2423,0.31406351263771876
9,Eswatini,12/31/20,9358,,2423,0.31406351263771876
10,Eswatini,1/1/21,9482,,2423,0.31406351263771876
11,Eswatini,1/2/21,9711,,2423,0.31406351263771876
12,Eswatini,1/3/21,9943,,2423,0.31406351263771876
13,Eswatini,1/4/21,10138,,2423,0.31406351263771876
0,Ethiopia,12/22/20,120638,1076.3683706979907,5281,0.04377559309670253
1,Ethiopia,12/23/20,120989,1079.5000978330145,5281,0.04377559309670253
2,Ethiopia,12/24/20,121399,1083.1582406403072,5281,0.04377559309670253
3,Ethiopia,12/25/20,121880,1087.4498667142286,5281,0.04377559309670253
4,Ethiopia,12/26/20,122413,1092.2054523637091,5281,0.04377559309670253
5,Ethiopia,12/27/20,122864,1096.229409451731,5281,0.04377559309670253
6,Ethiopia,12/28/20,123145,1098.736575619656,5281,0.04377559309670253
7,Ethiopia,12/29/20,123388,1100.9046944054417,5281,0.04377559309670253
8,Ethiopia,12/30/20,123856,1105.0803305854733,5281,0.04377559309670253
9,Ethiopia,12/31/20,124264,1108.720628793706,5281,0.04377559309670253
10,Ethiopia,1/1/21,124652,1112.1824810113392,5281,0.04377559309670253
11,Ethiopia,1/2/21,125049,1115.724633924742,5281,0.04377559309670253
12,Ethiopia,1/3/21,125622,1120.8371115554219,5281,0.04377559309670253
13,Ethiopia,1/4/21,125919,1123.4870345158265,5281,0.04377559309670253
0,Fiji,12/22/20,46,51.6881228559261,3,0.06521739130434782
1,Fiji,12/23/20,46,51.6881228559261,3,0.06521739130434782
2,Fiji,12/24/20,46,51.6881228559261,3,0.06521739130434782
3,Fiji,12/25/20,46,51.6881228559261,3,0.06521739130434782
4,Fiji,12/26/20,46,51.6881228559261,3,0.06521739130434782
5,Fiji,12/27/20,46,51.6881228559261,3,0.06521739130434782
6,Fiji,12/28/20,46,51.6881228559261,3,0.06521739130434782
7,Fiji,12/29/20,49,55.05908739000824,3,0.06521739130434782
8,Fiji,12/30/20,49,55.05908739000824,3,0.06521739130434782
9,Fiji,12/31/20,49,55.05908739000824,3,0.06521739130434782
10,Fiji,1/1/21,49,55.05908739000824,3,0.06521739130434782
11,Fiji,1/2/21,49,55.05908739000824,3,0.06521739130434782
12,Fiji,1/3/21,49,55.05908739000824,3,0.06521739130434782
13,Fiji,1/4/21,49,55.05908739000824,3,0.06521739130434782
0,Finland,12/22/20,33717,6107.804737194298,3202,0.09496693062846635
1,Finland,12/23/20,34084,6174.286462690347,3202,0.09496693062846635
2,Finland,12/24/20,34447,6240.043591723224,3202,0.09496693062846635
3,Finland,12/25/20,34648,6276.454563997628,3202,0.09496693062846635
4,Finland,12/26/20,34821,6307.793361029826,3202,0.09496693062846635
5,Finland,12/27/20,34977,6336.052623093541,3202,0.09496693062846635
6,Finland,12/28/20,35137,6365.036481620429,3202,0.09496693062846635
7,Finland,12/29/20,35420,6416.301681389863,3202,0.09496693062846635
8,Finland,12/30/20,35858,6495.64499410722,3202,0.09496693062846635
9,Finland,12/31/20,36107,6540.751123939689,3202,0.09496693062846635
10,Finland,1/1/21,36403,6594.371262214432,3202,0.09496693062846635
11,Finland,1/2/21,36604,6630.7822344888355,3202,0.09496693062846635
12,Finland,1/3/21,36772,6661.215285942068,3202,0.09496693062846635
13,Finland,1/4/21,36919,6687.844205963646,3202,0.09496693062846635
12/22/20,France,12/22/20,2547577,37989.58086523468,169482,0.06652674286194293
12/23/20,France,12/23/20,2562615,38213.82818614054,169482,0.06652674286194293
12/24/20,France,12/24/20,2584333,38537.68796240292,169482,0.06652674286194293
12/25/20,France,12/25/20,2604595,38839.83580228818,169482,0.06652674286194293
12/26/20,France,12/26/20,2607688,38885.95875504532,169482,0.06652674286194293
12/27/20,France,12/27/20,2616510,39017.512809110456,169482,0.06652674286194293
12/28/20,France,12/28/20,2619616,39063.82961844239,169482,0.06652674286194293
12/29/20,France,12/29/20,2631110,39235.228654650135,169482,0.06652674286194293
12/30/20,France,12/30/20,2657624,39630.60659496787,169482,0.06652674286194293
12/31/20,France,12/31/20,2677666,39929.47378512582,169482,0.06652674286194293
1/1/21,France,1/1/21,2697014,40217.99201659853,169482,0.06652674286194293
1/2/21,France,1/2/21,2700480,40269.67716184788,169482,0.06652674286194293
1/3/21,France,1/3/21,2712975,40456.00315431489,169482,0.06652674286194293
1/4/21,France,1/4/21,2717059,40516.903942889134,169482,0.06652674286194293
0,Gabon,12/22/20,9420,4335.86074430435,185,0.019639065817409766
1,Gabon,12/23/20,9469,4358.414584694044,185,0.019639065817409766
2,Gabon,12/24/20,9469,4358.414584694044,185,0.019639065817409766
3,Gabon,12/25/20,9497,4371.302493488154,185,0.019639065817409766
4,Gabon,12/26/20,9497,4371.302493488154,185,0.019639065817409766
5,Gabon,12/27/20,9497,4371.302493488154,185,0.019639065817409766
6,Gabon,12/28/20,9510,4377.286165428277,185,0.019639065817409766
7,Gabon,12/29/20,9510,4377.286165428277,185,0.019639065817409766
8,Gabon,12/30/20,9571,4405.363395301161,185,0.019639065817409766
9,Gabon,12/31/20,9571,4405.363395301161,185,0.019639065817409766
